[DIST] MASTER_ADDR=n23g0004 MASTER_PORT=29500 NNODES=1 GPUS_PER_NODE=1
[PRE] Skipping all preprocessing (skip_preprocessing=on or all per-step toggles are 'on')
[TRAIN][ASR] Starting ASR phase ...
[Setup] Using device: cuda
[Setup] no_cuda flag set to: False
[ASR] Loading model + processor…
[ASR] Starting from pretrained: models/pretrained/en
🛠️  Debug collator output shapes: {'input_values': torch.Size([4, 75264]), 'attention_mask': torch.Size([4, 75264]), 'labels': torch.Size([4, 93])}
[ASR] Starting training with HuggingFace Trainer…
n23g0004:1893559:1893559 [0] NCCL INFO Bootstrap : Using ib0:134.61.46.192<0>
n23g0004:1893559:1893559 [0] NCCL INFO NET/Plugin : dlerror=libnccl-net.so: cannot open shared object file: No such file or directory No plugin found (libnccl-net.so), using internal implementation
n23g0004:1893559:1893559 [0] NCCL INFO cudaDriverVersion 12080
NCCL version 2.20.5+cuda12.4
n23g0004:1893559:1893657 [0] NCCL INFO NET/IB : Using [0]mlx5_0:1/IB [1]mlx5_1:1/IB [RO]; OOB ib0:134.61.46.192<0>
n23g0004:1893559:1893657 [0] NCCL INFO Using non-device net plugin version 0
n23g0004:1893559:1893657 [0] NCCL INFO Using network IB
n23g0004:1893559:1893657 [0] NCCL INFO DMA-BUF is available on GPU device 0
n23g0004:1893559:1893657 [0] NCCL INFO comm 0x5555fd538fe0 rank 0 nranks 1 cudaDev 0 nvmlDev 0 busId 2c000 commId 0xaa6c108e1e6adf77 - Init START
n23g0004:1893559:1893657 [0] NCCL INFO comm 0x5555fd538fe0 rank 0 nRanks 1 nNodes 1 localRanks 1 localRank 0 MNNVL 0
n23g0004:1893559:1893657 [0] NCCL INFO Channel 00/32 :    0
n23g0004:1893559:1893657 [0] NCCL INFO Channel 01/32 :    0
n23g0004:1893559:1893657 [0] NCCL INFO Channel 02/32 :    0
n23g0004:1893559:1893657 [0] NCCL INFO Channel 03/32 :    0
n23g0004:1893559:1893657 [0] NCCL INFO Channel 04/32 :    0
n23g0004:1893559:1893657 [0] NCCL INFO Channel 05/32 :    0
n23g0004:1893559:1893657 [0] NCCL INFO Channel 06/32 :    0
n23g0004:1893559:1893657 [0] NCCL INFO Channel 07/32 :    0
n23g0004:1893559:1893657 [0] NCCL INFO Channel 08/32 :    0
n23g0004:1893559:1893657 [0] NCCL INFO Channel 09/32 :    0
n23g0004:1893559:1893657 [0] NCCL INFO Channel 10/32 :    0
n23g0004:1893559:1893657 [0] NCCL INFO Channel 11/32 :    0
n23g0004:1893559:1893657 [0] NCCL INFO Channel 12/32 :    0
n23g0004:1893559:1893657 [0] NCCL INFO Channel 13/32 :    0
n23g0004:1893559:1893657 [0] NCCL INFO Channel 14/32 :    0
n23g0004:1893559:1893657 [0] NCCL INFO Channel 15/32 :    0
n23g0004:1893559:1893657 [0] NCCL INFO Channel 16/32 :    0
n23g0004:1893559:1893657 [0] NCCL INFO Channel 17/32 :    0
n23g0004:1893559:1893657 [0] NCCL INFO Channel 18/32 :    0
n23g0004:1893559:1893657 [0] NCCL INFO Channel 19/32 :    0
n23g0004:1893559:1893657 [0] NCCL INFO Channel 20/32 :    0
n23g0004:1893559:1893657 [0] NCCL INFO Channel 21/32 :    0
n23g0004:1893559:1893657 [0] NCCL INFO Channel 22/32 :    0
n23g0004:1893559:1893657 [0] NCCL INFO Channel 23/32 :    0
n23g0004:1893559:1893657 [0] NCCL INFO Channel 24/32 :    0
n23g0004:1893559:1893657 [0] NCCL INFO Channel 25/32 :    0
n23g0004:1893559:1893657 [0] NCCL INFO Channel 26/32 :    0
n23g0004:1893559:1893657 [0] NCCL INFO Channel 27/32 :    0
n23g0004:1893559:1893657 [0] NCCL INFO Channel 28/32 :    0
n23g0004:1893559:1893657 [0] NCCL INFO Channel 29/32 :    0
n23g0004:1893559:1893657 [0] NCCL INFO Channel 30/32 :    0
n23g0004:1893559:1893657 [0] NCCL INFO Channel 31/32 :    0
n23g0004:1893559:1893657 [0] NCCL INFO Trees [0] -1/-1/-1->0->-1 [1] -1/-1/-1->0->-1 [2] -1/-1/-1->0->-1 [3] -1/-1/-1->0->-1 [4] -1/-1/-1->0->-1 [5] -1/-1/-1->0->-1 [6] -1/-1/-1->0->-1 [7] -1/-1/-1->0->-1 [8] -1/-1/-1->0->-1 [9] -1/-1/-1->0->-1 [10] -1/-1/-1->0->-1 [11] -1/-1/-1->0->-1 [12] -1/-1/-1->0->-1 [13] -1/-1/-1->0->-1 [14] -1/-1/-1->0->-1 [15] -1/-1/-1->0->-1 [16] -1/-1/-1->0->-1 [17] -1/-1/-1->0->-1 [18] -1/-1/-1->0->-1 [19] -1/-1/-1->0->-1 [20] -1/-1/-1->0->-1 [21] -1/-1/-1->0->-1 [22] -1/-1/-1->0->-1 [23] -1/-1/-1->0->-1 [24] -1/-1/-1->0->-1 [25] -1/-1/-1->0->-1 [26] -1/-1/-1->0->-1 [27] -1/-1/-1->0->-1 [28] -1/-1/-1->0->-1 [29] -1/-1/-1->0->-1 [30] -1/-1/-1->0->-1 [31] -1/-1/-1->0->-1
n23g0004:1893559:1893657 [0] NCCL INFO P2P Chunksize set to 131072
n23g0004:1893559:1893657 [0] NCCL INFO Connected all rings
n23g0004:1893559:1893657 [0] NCCL INFO Connected all trees
n23g0004:1893559:1893657 [0] NCCL INFO 32 coll channels, 0 collnet channels, 0 nvls channels, 32 p2p channels, 32 p2p channels per peer
n23g0004:1893559:1893657 [0] NCCL INFO comm 0x5555fd538fe0 rank 0 nranks 1 cudaDev 0 nvmlDev 0 busId 2c000 commId 0xaa6c108e1e6adf77 - Init COMPLETE
{'loss': 2.1461, 'grad_norm': 2.1244256496429443, 'learning_rate': 0.0, 'epoch': 0.0}
{'loss': 0.9444, 'grad_norm': 22.658729553222656, 'learning_rate': 1e-05, 'epoch': 1.18}
{'loss': 0.9934, 'grad_norm': 7.823540687561035, 'learning_rate': 1e-05, 'epoch': 1.2}
{'loss': 0.9967, 'grad_norm': 15.13872241973877, 'learning_rate': 1e-05, 'epoch': 1.23}
{'loss': 0.9432, 'grad_norm': 5.537627696990967, 'learning_rate': 1e-05, 'epoch': 1.25}
{'loss': 1.0096, 'grad_norm': 5.957789897918701, 'learning_rate': 1e-05, 'epoch': 1.28}
{'loss': 0.9255, 'grad_norm': 2.823425531387329, 'learning_rate': 1e-05, 'epoch': 1.3}
{'loss': 1.0209, 'grad_norm': 5.091081142425537, 'learning_rate': 1e-05, 'epoch': 1.33}
{'loss': 0.9134, 'grad_norm': 3.11373233795166, 'learning_rate': 1e-05, 'epoch': 1.35}
{'loss': 0.9768, 'grad_norm': 22.889511108398438, 'learning_rate': 1e-05, 'epoch': 1.38}
{'loss': 0.9963, 'grad_norm': 23.9995174407959, 'learning_rate': 1e-05, 'epoch': 1.4}
{'loss': 0.9486, 'grad_norm': 2.835747480392456, 'learning_rate': 1e-05, 'epoch': 1.43}
{'loss': 0.9905, 'grad_norm': 3.146848678588867, 'learning_rate': 1e-05, 'epoch': 1.45}
{'loss': 1.0089, 'grad_norm': 1.4171794652938843, 'learning_rate': 1e-05, 'epoch': 1.48}
{'loss': 0.9496, 'grad_norm': 4.920517444610596, 'learning_rate': 1e-05, 'epoch': 1.5}
{'loss': 0.9797, 'grad_norm': 2.319077253341675, 'learning_rate': 1e-05, 'epoch': 1.53}
{'loss': 0.889, 'grad_norm': 4.024545192718506, 'learning_rate': 1e-05, 'epoch': 1.55}
{'loss': 1.2963, 'grad_norm': 4.79293155670166, 'learning_rate': 1e-05, 'epoch': 1.58}
{'loss': 0.96, 'grad_norm': 3.6105642318725586, 'learning_rate': 1e-05, 'epoch': 1.6}
{'loss': 0.8857, 'grad_norm': 8.593385696411133, 'learning_rate': 1e-05, 'epoch': 1.63}
{'loss': 0.9955, 'grad_norm': 5.233949184417725, 'learning_rate': 1e-05, 'epoch': 1.65}
{'loss': 0.9862, 'grad_norm': 7.151796817779541, 'learning_rate': 1e-05, 'epoch': 1.68}
{'loss': 0.9383, 'grad_norm': 4.858793258666992, 'learning_rate': 1e-05, 'epoch': 1.7}
{'loss': 1.0306, 'grad_norm': 5.554366111755371, 'learning_rate': 1e-05, 'epoch': 1.73}
{'loss': 0.973, 'grad_norm': 2.4087328910827637, 'learning_rate': 1e-05, 'epoch': 1.75}
{'loss': 1.0047, 'grad_norm': 9.241198539733887, 'learning_rate': 1e-05, 'epoch': 1.78}
{'loss': 0.9106, 'grad_norm': 10.700884819030762, 'learning_rate': 1e-05, 'epoch': 1.8}
{'loss': 0.9331, 'grad_norm': 11.020699501037598, 'learning_rate': 1e-05, 'epoch': 1.83}
{'loss': 1.0361, 'grad_norm': 4.600528240203857, 'learning_rate': 1e-05, 'epoch': 1.85}
{'loss': 0.8863, 'grad_norm': 8.678655624389648, 'learning_rate': 1e-05, 'epoch': 1.88}
{'loss': 1.0518, 'grad_norm': 3.162763833999634, 'learning_rate': 1e-05, 'epoch': 1.9}
{'loss': 0.9711, 'grad_norm': 2.9525797367095947, 'learning_rate': 1e-05, 'epoch': 1.93}
{'loss': 0.9726, 'grad_norm': 7.904698848724365, 'learning_rate': 1e-05, 'epoch': 1.95}
{'loss': 0.9236, 'grad_norm': 11.16290283203125, 'learning_rate': 1e-05, 'epoch': 1.98}
{'eval_loss': 0.7507591843605042, 'eval_wer': 0.3772504527538085, 'eval_runtime': 1484.094, 'eval_samples_per_second': 5.39, 'eval_steps_per_second': 5.39, 'epoch': 2.0}
{'loss': 0.9465, 'grad_norm': 28.756179809570312, 'learning_rate': 1e-05, 'epoch': 2.0}
{'loss': 0.9451, 'grad_norm': 2.672645092010498, 'learning_rate': 1e-05, 'epoch': 2.03}
{'loss': 0.9116, 'grad_norm': 4.7617573738098145, 'learning_rate': 1e-05, 'epoch': 2.05}
{'loss': 0.8724, 'grad_norm': 11.813962936401367, 'learning_rate': 1e-05, 'epoch': 2.08}
{'loss': 0.8784, 'grad_norm': 6.3415021896362305, 'learning_rate': 1e-05, 'epoch': 2.1}
{'loss': 0.9156, 'grad_norm': 4.54145622253418, 'learning_rate': 1e-05, 'epoch': 2.13}
{'loss': 0.9508, 'grad_norm': 9.083697319030762, 'learning_rate': 1e-05, 'epoch': 2.15}
{'loss': 0.9509, 'grad_norm': 2.399477958679199, 'learning_rate': 1e-05, 'epoch': 2.18}
{'loss': 0.8926, 'grad_norm': 5.276768207550049, 'learning_rate': 1e-05, 'epoch': 2.2}
{'loss': 0.8762, 'grad_norm': 2.339273452758789, 'learning_rate': 1e-05, 'epoch': 2.23}
{'loss': 0.9037, 'grad_norm': 1.7338042259216309, 'learning_rate': 1e-05, 'epoch': 2.25}
{'loss': 0.9178, 'grad_norm': 5.024878978729248, 'learning_rate': 1e-05, 'epoch': 2.28}
{'loss': 0.9322, 'grad_norm': 3.5382297039031982, 'learning_rate': 1e-05, 'epoch': 2.3}
{'loss': 0.8996, 'grad_norm': 2.7961742877960205, 'learning_rate': 1e-05, 'epoch': 2.33}
{'loss': 0.9769, 'grad_norm': 5.380359649658203, 'learning_rate': 1e-05, 'epoch': 2.35}
{'loss': 0.9087, 'grad_norm': 4.734236717224121, 'learning_rate': 1e-05, 'epoch': 2.38}
{'loss': 0.9351, 'grad_norm': 13.21640396118164, 'learning_rate': 1e-05, 'epoch': 2.4}
{'loss': 0.9959, 'grad_norm': 6.343500137329102, 'learning_rate': 1e-05, 'epoch': 2.43}
{'loss': 0.8843, 'grad_norm': 6.754427433013916, 'learning_rate': 1e-05, 'epoch': 2.45}
{'loss': 0.8515, 'grad_norm': 3.7566449642181396, 'learning_rate': 1e-05, 'epoch': 2.48}
{'loss': 0.9716, 'grad_norm': 13.446372032165527, 'learning_rate': 1e-05, 'epoch': 2.5}
{'loss': 0.926, 'grad_norm': 7.3803324699401855, 'learning_rate': 1e-05, 'epoch': 2.53}
{'loss': 0.9212, 'grad_norm': 8.406567573547363, 'learning_rate': 1e-05, 'epoch': 2.55}
{'loss': 0.9406, 'grad_norm': 6.019092082977295, 'learning_rate': 1e-05, 'epoch': 2.58}
{'loss': 0.9558, 'grad_norm': 9.064002990722656, 'learning_rate': 1e-05, 'epoch': 2.6}
{'loss': 0.9258, 'grad_norm': 3.846031427383423, 'learning_rate': 1e-05, 'epoch': 2.63}
{'loss': 0.9632, 'grad_norm': 3.1832785606384277, 'learning_rate': 1e-05, 'epoch': 2.65}
{'loss': 0.8593, 'grad_norm': 3.8907175064086914, 'learning_rate': 1e-05, 'epoch': 2.68}
{'loss': 0.9092, 'grad_norm': 9.056683540344238, 'learning_rate': 1e-05, 'epoch': 2.7}
{'loss': 0.8667, 'grad_norm': 4.178959369659424, 'learning_rate': 1e-05, 'epoch': 2.73}
{'loss': 0.9544, 'grad_norm': 3.0386128425598145, 'learning_rate': 1e-05, 'epoch': 2.75}
{'loss': 0.9232, 'grad_norm': 4.825648784637451, 'learning_rate': 1e-05, 'epoch': 2.78}
{'loss': 0.8777, 'grad_norm': 2.0421783924102783, 'learning_rate': 1e-05, 'epoch': 2.8}
{'loss': 0.8795, 'grad_norm': 4.856058120727539, 'learning_rate': 1e-05, 'epoch': 2.83}
{'loss': 0.9197, 'grad_norm': 6.240206241607666, 'learning_rate': 1e-05, 'epoch': 2.85}
{'loss': 0.9248, 'grad_norm': 6.9387664794921875, 'learning_rate': 1e-05, 'epoch': 2.88}
{'loss': 1.0099, 'grad_norm': 9.608573913574219, 'learning_rate': 1e-05, 'epoch': 2.9}
{'loss': 0.8628, 'grad_norm': 8.476814270019531, 'learning_rate': 1e-05, 'epoch': 2.93}
{'loss': 0.9715, 'grad_norm': 4.944080829620361, 'learning_rate': 1e-05, 'epoch': 2.95}
{'loss': 0.9959, 'grad_norm': 3.9033701419830322, 'learning_rate': 1e-05, 'epoch': 2.98}
{'eval_loss': 0.7147101759910583, 'eval_wer': 0.3587940769148823, 'eval_runtime': 1488.0743, 'eval_samples_per_second': 5.376, 'eval_steps_per_second': 5.376, 'epoch': 3.0}
{'loss': 0.9334, 'grad_norm': 16.07386016845703, 'learning_rate': 1e-05, 'epoch': 3.0}
{'loss': 0.8373, 'grad_norm': 3.0654728412628174, 'learning_rate': 1e-05, 'epoch': 3.03}
{'loss': 0.864, 'grad_norm': 2.758335590362549, 'learning_rate': 1e-05, 'epoch': 3.05}
{'loss': 0.8486, 'grad_norm': 4.760890007019043, 'learning_rate': 1e-05, 'epoch': 3.08}
{'loss': 0.9027, 'grad_norm': 5.194737911224365, 'learning_rate': 1e-05, 'epoch': 3.1}
{'loss': 0.932, 'grad_norm': 6.285636901855469, 'learning_rate': 1e-05, 'epoch': 3.13}
{'loss': 0.9812, 'grad_norm': 7.562938690185547, 'learning_rate': 1e-05, 'epoch': 3.15}
{'loss': 0.9371, 'grad_norm': 6.380134582519531, 'learning_rate': 1e-05, 'epoch': 3.18}
{'loss': 0.9249, 'grad_norm': 7.648088455200195, 'learning_rate': 1e-05, 'epoch': 3.2}
{'loss': 0.9373, 'grad_norm': 5.495002269744873, 'learning_rate': 1e-05, 'epoch': 3.23}
{'loss': 0.901, 'grad_norm': 6.693114280700684, 'learning_rate': 1e-05, 'epoch': 3.25}
{'loss': 0.9788, 'grad_norm': 5.289750099182129, 'learning_rate': 1e-05, 'epoch': 3.28}
{'loss': 0.8407, 'grad_norm': 5.304985523223877, 'learning_rate': 1e-05, 'epoch': 3.3}
{'loss': 0.7908, 'grad_norm': 6.383838176727295, 'learning_rate': 1e-05, 'epoch': 3.33}
{'loss': 0.8996, 'grad_norm': 3.263472080230713, 'learning_rate': 1e-05, 'epoch': 3.35}
{'loss': 0.9498, 'grad_norm': 2.1348390579223633, 'learning_rate': 1e-05, 'epoch': 3.38}
{'loss': 0.9171, 'grad_norm': 6.545523166656494, 'learning_rate': 1e-05, 'epoch': 3.4}
{'loss': 0.9427, 'grad_norm': 29.886667251586914, 'learning_rate': 1e-05, 'epoch': 3.43}
{'loss': 0.8739, 'grad_norm': 5.890298843383789, 'learning_rate': 1e-05, 'epoch': 3.45}
{'loss': 0.9439, 'grad_norm': 6.555014133453369, 'learning_rate': 1e-05, 'epoch': 3.48}
{'loss': 0.9351, 'grad_norm': 6.4514594078063965, 'learning_rate': 1e-05, 'epoch': 3.5}
{'loss': 0.7921, 'grad_norm': 5.426766872406006, 'learning_rate': 1e-05, 'epoch': 3.53}
{'loss': 0.8966, 'grad_norm': 4.3122477531433105, 'learning_rate': 1e-05, 'epoch': 3.55}
